benchmark,system,setting,instance,N,status,time,timeout,memout,error,models,clingo_total,grounding,solving,mem,choices,conflicts,restarts,rules,variables,atoms,constraints,decide_calls,lazy_active,avg_candidates_per_decide,max_candidates_seen,total_candidates_seen,total_decide_time_ms,total_prolog_query_time_ms,total_candidate_scan_time_ms,total_candidate_selection_time_ms,total_literal_lookup_time_ms,total_state_sync_time_ms,par2
PUP,clingo-native,ga,double-20,20,SATISFIABLE,0.98,0,0,0,1.0,0.907,0.887,0.02,114.0,39.0,0.0,0.0,341366.0,176248.0,6685.0,1009327.0,,,,,,,,,,,,0.98
PUP,clingo-native,ga,double-40,40,SATISFIABLE,7.25,0,0,0,1.0,7.01,6.89,0.12,531.0,65.0,0.0,0.0,2256566.0,776208.0,25785.0,5064087.0,,,,,,,,,,,,7.25
PUP,clingo-native,ga,double-60,60,SATISFIABLE,15.81,0,0,0,1.0,15.344,15.054,0.29,1370.0,119.0,0.0,0.0,7018966.0,1802568.0,57285.0,13162447.0,,,,,,,,,,,,15.81
PUP,clingo-native,ga,double-80,80,SATISFIABLE,45.21,0,0,0,1.0,44.271,43.521,0.75,2599.0,159.0,0.0,0.0,15900566.0,3255328.0,101185.0,26288407.0,,,,,,,,,,,,45.21
PUP,clingo-native,ga,double-100,100,SATISFIABLE,62.34,0,0,0,1.0,60.987,59.797000000000004,1.19,4471.0,199.0,0.0,0.0,30173366.0,5134488.0,157485.0,45425967.0,,,,,,,,,,,,62.34
PUP,clingo-native,ga,double-120,120,SATISFIABLE,103.69,0,0,0,1.0,101.666,99.706,1.96,7034.0,235.0,0.0,0.0,51109366.0,7440048.0,226185.0,71559127.0,,,,,,,,,,,,103.69
PUP,clingo-native,ga,double-140,140,UNKNOWN,300,1,1,0,0.0,140.189,140.189,0.0,8214.0,0.0,0.0,0.0,0.0,10172008.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,ga,double-160,160,UNKNOWN,300,1,1,0,0.0,220.386,220.386,0.0,8192.0,0.0,0.0,0.0,0.0,12811402.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,ga,double-180,180,UNKNOWN,300,1,1,0,0.0,210.783,210.783,0.0,8194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,ga,double-200,200,UNKNOWN,300,1,1,0,0.0,203.047,203.047,0.0,8197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,gc,double-20,20,SATISFIABLE,2.53,0,0,0,1.0,2.464,1.054,1.41,117.0,1115.0,774.0,6.0,343253.0,175566.0,8618.0,1268207.0,,,,,,,,,,,,2.53
PUP,clingo-native,gc,double-40,40,SATISFIABLE,8.95,0,0,0,1.0,8.719,6.348999999999999,2.37,528.0,1346.0,643.0,5.0,2267383.0,778946.0,33278.0,6227547.0,,,,,,,,,,,,8.95
PUP,clingo-native,gc,double-60,60,SATISFIABLE,112.2,0,0,0,1.0,111.68,20.970000000000013,90.71,1297.0,268976.0,12220.0,58.0,7045513.0,1813126.0,73938.0,15880887.0,,,,,,,,,,,,112.2
PUP,clingo-native,gc,double-80,80,UNKNOWN,300,1,0,0,0.0,299.989,53.57899999999998,246.41,2467.0,39554.0,16425.0,62.0,15949643.0,3278106.0,130598.0,31212227.0,,,,,,,,,,,,600
PUP,clingo-native,gc,double-100,100,UNKNOWN,300,1,0,0,0.0,299.986,91.67599999999999,208.31,4091.0,22934.0,6449.0,30.0,30251773.0,5173886.0,203258.0,53205567.0,,,,,,,,,,,,600
PUP,clingo-native,gc,double-120,120,UNKNOWN,300,1,0,0,0.0,299.99,166.79000000000002,133.2,6415.0,148017.0,2225.0,13.0,51223903.0,7500466.0,291918.0,82844907.0,,,,,,,,,,,,600
PUP,clingo-native,gc,double-140,140,UNKNOWN,300,1,1,0,0.0,215.391,215.391,0.0,8198.0,0.0,0.0,0.0,0.0,10257846.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,gc,double-160,160,UNKNOWN,300,1,1,0,0.0,297.792,297.792,0.0,8335.0,0.0,0.0,0.0,0.0,13446026.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,gc,double-180,180,UNKNOWN,300,1,0,0,0.0,299.988,299.988,0.0,5061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,gc,double-200,200,UNKNOWN,300,1,0,0,0.0,299.989,299.989,0.0,5582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,gc_noheur,double-20,20,SATISFIABLE,0.25,0,0,0,1.0,0.213,0.183,0.03,20.0,266.0,177.0,1.0,161018.0,5298.0,4886.0,128657.0,,,,,,,,,,,,0.25
PUP,clingo-native,gc_noheur,double-40,40,SATISFIABLE,8.54,0,0,0,1.0,8.494,1.5739999999999998,6.92,92.0,11659.0,7035.0,30.0,1475058.0,22548.0,19766.0,1160787.0,,,,,,,,,,,,8.54
PUP,clingo-native,gc_noheur,double-60,60,SATISFIABLE,14.87,0,0,0,1.0,14.804,5.644,9.16,292.0,109652.0,6556.0,29.0,5213498.0,51798.0,44646.0,4080117.0,,,,,,,,,,,,14.87
PUP,clingo-native,gc_noheur,double-80,80,SATISFIABLE,161.01,0,0,0,1.0,160.906,12.945999999999998,147.96,697.0,546549.0,25825.0,91.0,12648338.0,93048.0,79526.0,9870647.0,,,,,,,,,,,,161.01
PUP,clingo-native,gc_noheur,double-100,100,UNKNOWN,300,1,0,0,0.0,299.984,25.23399999999998,274.75,1334.0,1358434.0,34520.0,124.0,25051578.0,146298.0,124406.0,19516377.0,,,,,,,,,,,,600
PUP,clingo-native,gc_noheur,double-120,120,UNKNOWN,300,1,0,0,0.0,299.985,51.045000000000016,248.94,2305.0,844407.0,17360.0,61.0,43695218.0,211548.0,179286.0,34001307.0,,,,,,,,,,,,600
PUP,clingo-native,gc_noheur,double-140,140,UNKNOWN,300,1,0,0,0.0,299.986,83.136,216.85,3475.0,490411.0,8028.0,30.0,69851258.0,288798.0,244166.0,54309437.0,,,,,,,,,,,,600
PUP,clingo-native,gc_noheur,double-160,160,UNKNOWN,300,1,0,0,0.0,299.991,113.24099999999999,186.75,5342.0,323091.0,5120.0,26.0,104791698.0,378048.0,319046.0,81424767.0,,,,,,,,,,,,600
PUP,clingo-native,gc_noheur,double-180,180,UNKNOWN,300,1,0,0,0.0,299.959,162.969,136.99,7619.0,142424.0,3099.0,14.0,149788538.0,479298.0,403926.0,116331297.0,,,,,,,,,,,,600
PUP,clingo-native,gc_noheur,double-200,200,UNKNOWN,300,1,1,0,0.0,209.583,209.583,0.0,8201.0,0.0,0.0,0.0,0.0,592548.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,la,double-20,20,SATISFIABLE,0.31,0,0,0,1.0,0.265,0.255,0.01,26.0,26.0,4.0,0.0,216193.0,51776.0,6412.0,410861.0,,,,,,,,,,,,0.31
PUP,clingo-native,la,double-40,40,SATISFIABLE,2.15,0,0,0,1.0,2.039,1.999,0.04,208.0,52.0,6.0,0.0,1713053.0,236486.0,25232.0,2463751.0,,,,,,,,,,,,2.15
PUP,clingo-native,la,double-60,60,SATISFIABLE,6.54,0,0,0,1.0,6.319,6.179,0.14,554.0,81.0,9.0,0.0,5762313.0,555596.0,56452.0,7151041.0,,,,,,,,,,,,6.54
PUP,clingo-native,la,double-80,80,SATISFIABLE,14.9,0,0,0,1.0,14.492,14.172,0.32,1180.0,107.0,11.0,0.0,13635973.0,1009106.0,100072.0,15456731.0,,,,,,,,,,,,14.9
PUP,clingo-native,la,double-100,100,SATISFIABLE,28.22,0,0,0,1.0,27.585,26.965,0.62,2099.0,136.0,14.0,0.0,26606033.0,1597016.0,156092.0,28364821.0,,,,,,,,,,,,28.22
PUP,clingo-native,la,double-120,120,SATISFIABLE,48.71,0,0,0,1.0,47.746,46.626000000000005,1.12,3448.0,162.0,16.0,0.0,45944493.0,2319326.0,224512.0,46859311.0,,,,,,,,,,,,48.71
PUP,clingo-native,la,double-140,140,SATISFIABLE,76.32,0,0,0,1.0,74.872,73.002,1.87,4952.0,191.0,19.0,0.0,72923353.0,3176036.0,305332.0,71924201.0,,,,,,,,,,,,76.32
PUP,clingo-native,la,double-160,160,SATISFIABLE,115.62,0,0,0,1.0,113.788,111.078,2.71,7320.0,217.0,21.0,0.0,108814613.0,4167146.0,398552.0,104543491.0,,,,,,,,,,,,115.62
PUP,clingo-native,la,double-180,180,UNKNOWN,300,1,1,0,0.0,142.288,142.288,0.0,8196.0,0.0,0.0,0.0,0.0,5292656.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,la,double-200,200,UNKNOWN,300,1,1,0,0.0,186.99,186.99,0.0,8335.0,0.0,0.0,0.0,0.0,6552566.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,lc,double-20,20,SATISFIABLE,0.4,0,0,0,1.0,0.353,0.263,0.09,46.0,233.0,138.0,1.0,216193.0,51776.0,6412.0,410861.0,,,,,,,,,,,,0.4
PUP,clingo-native,lc,double-40,40,SATISFIABLE,68.06,0,0,0,1.0,67.98,2.010000000000005,65.97,211.0,36325.0,23067.0,97.0,1713053.0,236486.0,25232.0,2463751.0,,,,,,,,,,,,68.06
PUP,clingo-native,lc,double-60,60,SATISFIABLE,145.59,0,0,0,1.0,145.405,6.2450000000000045,139.16,563.0,197221.0,15816.0,62.0,5762313.0,555596.0,56452.0,7151041.0,,,,,,,,,,,,145.59
PUP,clingo-native,lc,double-80,80,UNKNOWN,300,1,0,0,0.0,299.978,14.048000000000002,285.93,1184.0,50346.0,15989.0,62.0,13635973.0,1009106.0,100072.0,15456731.0,,,,,,,,,,,,600
PUP,clingo-native,lc,double-100,100,SATISFIABLE,227.3,0,0,0,1.0,226.601,26.961000000000013,199.64,2109.0,174593.0,6468.0,30.0,26606033.0,1597016.0,156092.0,28364821.0,,,,,,,,,,,,227.3
PUP,clingo-native,lc,double-120,120,UNKNOWN,300,1,0,0,0.0,299.991,46.68099999999998,253.31,3458.0,30306.0,3844.0,15.0,45944493.0,2319326.0,224512.0,46859311.0,,,,,,,,,,,,600
PUP,clingo-native,lc,double-140,140,UNKNOWN,300,1,0,0,0.0,299.993,73.423,226.57,4968.0,4113.0,1360.0,9.0,72923353.0,3176036.0,305332.0,71924201.0,,,,,,,,,,,,600
PUP,clingo-native,lc,double-160,160,UNKNOWN,300,1,0,0,0.0,299.99,109.55000000000001,190.44,7337.0,1875.0,907.0,6.0,108814613.0,4167146.0,398552.0,104543491.0,,,,,,,,,,,,600
PUP,clingo-native,lc,double-180,180,UNKNOWN,300,1,1,0,0.0,143.689,143.689,0.0,8204.0,0.0,0.0,0.0,0.0,5292656.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-native,lc,double-200,200,UNKNOWN,300,1,1,0,0.0,189.177,189.177,0.0,8194.0,0.0,0.0,0.0,0.0,6552566.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-prolog,ga,double-20,20,SATISFIABLE,0.99,0,0,0,1.0,0.913,0.893,0.02,116.0,39.0,0.0,0.0,341366.0,176248.0,6685.0,1009327.0,,,,,,,,,,,,0.99
PUP,clingo-prolog,ga,double-40,40,SATISFIABLE,5.57,0,0,0,1.0,5.34,5.24,0.1,534.0,65.0,0.0,0.0,2256566.0,776208.0,25785.0,5064087.0,,,,,,,,,,,,5.57
PUP,clingo-prolog,ga,double-60,60,SATISFIABLE,15.86,0,0,0,1.0,15.344,15.043999999999999,0.3,1373.0,119.0,0.0,0.0,7018966.0,1802568.0,57285.0,13162447.0,,,,,,,,,,,,15.86
PUP,clingo-prolog,ga,double-80,80,SATISFIABLE,34.05,0,0,0,1.0,33.148,32.478,0.67,2610.0,159.0,0.0,0.0,15900566.0,3255328.0,101185.0,26288407.0,,,,,,,,,,,,34.05
PUP,clingo-prolog,ga,double-100,100,SATISFIABLE,61.6,0,0,0,1.0,60.172,58.952,1.22,4483.0,199.0,0.0,0.0,30173366.0,5134488.0,157485.0,45425967.0,,,,,,,,,,,,61.6
PUP,clingo-prolog,ga,double-120,120,SATISFIABLE,104.15,0,0,0,1.0,101.983,99.923,2.06,7048.0,235.0,0.0,0.0,51109366.0,7440048.0,226185.0,71559127.0,,,,,,,,,,,,104.15
PUP,clingo-prolog,ga,double-140,140,UNKNOWN,300,1,1,0,0.0,139.188,139.188,0.0,8217.0,0.0,0.0,0.0,0.0,10172008.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-prolog,ga,double-160,160,UNKNOWN,300,1,1,0,0.0,182.791,182.791,0.0,8194.0,0.0,0.0,0.0,0.0,12908198.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-prolog,ga,double-180,180,UNKNOWN,300,1,1,0,0.0,184.182,184.182,0.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-prolog,ga,double-200,200,UNKNOWN,300,1,1,0,0.0,212.088,212.088,0.0,8193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc,double-20,20,SATISFIABLE,2.28,0,0,0,1.0,2.199,0.9589999999999999,1.24,120.0,1115.0,774.0,6.0,343253.0,175566.0,8618.0,1268207.0,,,,,,,,,,,,2.28
PUP,clingo-prolog,gc,double-40,40,SATISFIABLE,8.48,0,0,0,1.0,8.252,6.122000000000001,2.13,529.0,1346.0,643.0,5.0,2267383.0,778946.0,33278.0,6227547.0,,,,,,,,,,,,8.48
PUP,clingo-prolog,gc,double-60,60,SATISFIABLE,97.38,0,0,0,1.0,96.888,17.92800000000001,78.96,1326.0,268976.0,12220.0,58.0,7045513.0,1813126.0,73938.0,15880887.0,,,,,,,,,,,,97.38
PUP,clingo-prolog,gc,double-80,80,UNKNOWN,300,1,0,0,0.0,299.982,39.53200000000004,260.45,2473.0,47723.0,20901.0,79.0,15949643.0,3278106.0,130598.0,31212227.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc,double-100,100,UNKNOWN,300,1,0,0,0.0,299.982,74.05200000000002,225.93,4098.0,29180.0,8998.0,38.0,30251773.0,5173886.0,203258.0,53205567.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc,double-120,120,UNKNOWN,300,1,0,0,0.0,299.989,124.28899999999999,175.7,6421.0,253263.0,2843.0,14.0,51223903.0,7500466.0,291918.0,82844907.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc,double-140,140,UNKNOWN,300,1,1,0,0.0,184.089,184.089,0.0,8198.0,0.0,0.0,0.0,0.0,10257846.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc,double-160,160,UNKNOWN,300,1,1,0,0.0,259.689,259.689,0.0,8440.0,0.0,0.0,0.0,0.0,13446026.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc,double-180,180,UNKNOWN,300,1,0,0,0.0,299.99,299.99,0.0,6385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc,double-200,200,UNKNOWN,300,1,0,0,0.0,299.983,299.983,0.0,5998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc_noheur,double-20,20,SATISFIABLE,0.22,0,0,0,1.0,0.161,0.14100000000000001,0.02,21.0,266.0,177.0,1.0,161018.0,5298.0,4886.0,128657.0,,,,,,,,,,,,0.22
PUP,clingo-prolog,gc_noheur,double-40,40,SATISFIABLE,4.63,0,0,0,1.0,4.565,1.1550000000000002,3.41,95.0,11659.0,7035.0,30.0,1475058.0,22548.0,19766.0,1160787.0,,,,,,,,,,,,4.63
PUP,clingo-prolog,gc_noheur,double-60,60,SATISFIABLE,10.59,0,0,0,1.0,10.498,4.087999999999999,6.41,295.0,109652.0,6556.0,29.0,5213498.0,51798.0,44646.0,4080117.0,,,,,,,,,,,,10.59
PUP,clingo-prolog,gc_noheur,double-80,80,SATISFIABLE,124.04,0,0,0,1.0,123.929,10.448999999999998,113.48,698.0,546549.0,25825.0,91.0,12648338.0,93048.0,79526.0,9870647.0,,,,,,,,,,,,124.04
PUP,clingo-prolog,gc_noheur,double-100,100,UNKNOWN,300,1,0,0,0.0,299.968,21.057999999999993,278.91,1408.0,1556078.0,42259.0,126.0,25051578.0,146298.0,124406.0,19516377.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc_noheur,double-120,120,UNKNOWN,300,1,0,0,0.0,299.991,36.81099999999998,263.18,2324.0,1045519.0,21376.0,62.0,43695218.0,211548.0,179286.0,34001307.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc_noheur,double-140,140,UNKNOWN,300,1,0,0,0.0,299.989,60.468999999999966,239.52,3496.0,590771.0,9765.0,40.0,69851258.0,288798.0,244166.0,54309437.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc_noheur,double-160,160,UNKNOWN,300,1,0,0,0.0,299.992,93.48200000000003,206.51,5372.0,392432.0,5874.0,28.0,104791698.0,378048.0,319046.0,81424767.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc_noheur,double-180,180,UNKNOWN,300,1,0,0,0.0,299.916,133.786,166.13,7657.0,200796.0,3967.0,21.0,149788538.0,479298.0,403926.0,116331297.0,,,,,,,,,,,,600
PUP,clingo-prolog,gc_noheur,double-200,200,UNKNOWN,300,1,1,0,0.0,171.785,171.785,0.0,8198.0,0.0,0.0,0.0,0.0,592548.0,0.0,0.0,,,,,,,,,,,,600
PUP,clingo-prolog,la,double-20,20,SATISFIABLE,0.46,0,0,0,1.0,0.411,0.381,0.03,49.0,26.0,4.0,0.0,214636.0,51757.0,5216.0,410496.0,26.0,active,5.03846,7.0,131.0,5.25084,4.6373,0.110377,0.010645,0.024586,26.5626,0.46
PUP,clingo-prolog,la,double-40,40,SATISFIABLE,2.76,0,0,0,1.0,2.658,2.4779999999999998,0.18,212.0,47.0,9.0,0.0,1706736.0,236447.0,20436.0,2462226.0,47.0,active,5.12766,7.0,241.0,18.9636,17.7491,0.228779,0.022006,0.058724,134.285,2.76
PUP,clingo-prolog,la,double-60,60,SATISFIABLE,7.66,0,0,0,1.0,7.498,6.958,0.54,560.0,75.0,18.0,0.0,5748036.0,555537.0,45656.0,7147556.0,75.0,active,5.13333,7.0,385.0,57.7256,55.5991,0.382024,0.042361,0.10422,382.108,7.66
PUP,clingo-prolog,la,double-80,80,SATISFIABLE,17.09,0,0,0,1.0,16.811,15.561,1.25,1169.0,92.0,20.0,0.0,13610536.0,1009027.0,80876.0,15450486.0,92.0,active,5.23913,7.0,482.0,110.296,107.279,0.557579,0.066278,0.155403,908.614,17.09
PUP,clingo-prolog,la,double-100,100,SATISFIABLE,32.33,0,0,0,1.0,31.877,29.357,2.52,2076.0,117.0,23.0,0.0,26566236.0,1596917.0,126096.0,28355016.0,117.0,active,5.24786,7.0,614.0,208.605,204.383,0.818445,0.099131,0.258836,1861.4,32.33
PUP,clingo-prolog,la,double-120,120,SATISFIABLE,54.81,0,0,0,1.0,54.108,49.638,4.47,3412.0,150.0,27.0,0.0,45887136.0,2319207.0,181316.0,46845146.0,150.0,active,5.28,7.0,792.0,389.626,383.822,1.13754,0.134682,0.348059,3237.39,54.81
PUP,clingo-prolog,la,double-140,140,SATISFIABLE,85.63,0,0,0,1.0,84.638,77.44800000000001,7.19,4923.0,176.0,35.0,0.0,72845236.0,3175897.0,246536.0,71904876.0,176.0,active,5.25568,7.0,925.0,604.645,597.734,1.40968,0.161451,0.444359,5181.35,85.63
PUP,clingo-prolog,la,double-160,160,SATISFIABLE,127.33,0,0,0,1.0,126.023,114.893,11.13,7261.0,197.0,41.0,0.0,108712536.0,4166987.0,321756.0,104518206.0,197.0,active,5.26396,7.0,1037.0,754.17,746.508,1.49926,0.188206,0.479971,8383.94,127.33
PUP,clingo-prolog,la,double-180,180,UNKNOWN,300,1,1,0,0.0,144.286,144.286,0.0,8219.0,0.0,0.0,0.0,0.0,5292477.0,0.0,0.0,,inactive,,,,,,,,,,600
PUP,clingo-prolog,la,double-200,200,UNKNOWN,300,1,1,0,0.0,183.49,183.49,0.0,8387.0,0.0,0.0,0.0,0.0,6552367.0,0.0,0.0,,inactive,,,,,,,,,,600
PUP,clingo-prolog,lc,double-20,20,SATISFIABLE,0.68,0,0,0,1.0,0.632,0.372,0.26,49.0,190.0,124.0,1.0,214636.0,51757.0,5216.0,410496.0,190.0,active,0.0,0.0,0.0,12.8624,9.37331,0.0034,0.0,0.0,203.608,0.68
PUP,clingo-prolog,lc,double-40,40,SATISFIABLE,103.11,0,0,0,1.0,103.039,2.399000000000001,100.64,213.0,25197.0,15236.0,62.0,1706736.0,236447.0,20436.0,2462226.0,25197.0,active,0.0,0.0,0.0,3766.4,3233.04,0.515592,0.0,0.0,74210.2,103.11
PUP,clingo-prolog,lc,double-60,60,UNKNOWN,300,1,0,0,0.0,299.986,6.925999999999988,293.06,558.0,37604.0,19995.0,81.0,5748036.0,555537.0,45656.0,7147556.0,,inactive,,,,,,,,,,600
PUP,clingo-prolog,lc,double-80,80,UNKNOWN,300,1,0,0,0.0,299.982,15.462000000000046,284.52,1169.0,214259.0,8174.0,31.0,13610536.0,1009027.0,80876.0,15450486.0,,inactive,,,,,,,,,,600
PUP,clingo-prolog,lc,double-100,100,UNKNOWN,300,1,0,0,0.0,299.981,29.101,270.88,2080.0,206438.0,5722.0,29.0,26566236.0,1596917.0,126096.0,28355016.0,,inactive,,,,,,,,,,600
PUP,clingo-prolog,lc,double-120,120,UNKNOWN,300,1,0,0,0.0,299.985,49.97500000000002,250.01,3413.0,119372.0,2606.0,14.0,45887136.0,2319207.0,181316.0,46845146.0,,inactive,,,,,,,,,,600
PUP,clingo-prolog,lc,double-140,140,UNKNOWN,300,1,0,0,0.0,299.991,77.43099999999998,222.56,4925.0,91199.0,2087.0,12.0,72845236.0,3175897.0,246536.0,71904876.0,,inactive,,,,,,,,,,600
PUP,clingo-prolog,lc,double-160,160,UNKNOWN,300,1,0,0,0.0,299.984,114.95399999999998,185.03,7262.0,3870.0,636.0,3.0,108712536.0,4166987.0,321756.0,104518206.0,,inactive,,,,,,,,,,600
PUP,clingo-prolog,lc,double-180,180,UNKNOWN,300,1,1,0,0.0,140.489,140.489,0.0,8217.0,0.0,0.0,0.0,0.0,5292477.0,0.0,0.0,,inactive,,,,,,,,,,600
PUP,clingo-prolog,lc,double-200,200,UNKNOWN,300,1,1,0,0.0,184.178,184.178,0.0,8403.0,0.0,0.0,0.0,0.0,6552367.0,0.0,0.0,,inactive,,,,,,,,,,600
