benchmark,system,setting,instance,N,status,time,timeout,memout,error,models,clingo_total,grounding,solving,mem,choices,conflicts,restarts,rules,variables,atoms,constraints,decide_calls,lazy_active,avg_candidates_per_decide,max_candidates_seen,total_candidates_seen,total_decide_time_ms,total_prolog_query_time_ms,total_candidate_scan_time_ms,total_candidate_selection_time_ms,total_literal_lookup_time_ms,total_state_sync_time_ms,par2
BSP,clingo-native,ga,bsp-0010,10,SATISFIABLE,0.03,0,0,0,1.0,0.007,0.007,0.0,0.0,10.0,0.0,0.0,4780.0,242.0,636.0,3508.0,,,,,,,,,,,,0.03
BSP,clingo-native,ga,bsp-0020,20,SATISFIABLE,0.09,0,0,0,1.0,0.065,0.065,0.0,0.0,20.0,0.0,0.0,54815.0,882.0,2371.0,45768.0,,,,,,,,,,,,0.09
BSP,clingo-native,ga,bsp-0030,30,SATISFIABLE,0.45,0,0,0,1.0,0.426,0.426,0.0,40.0,30.0,0.0,0.0,249100.0,1922.0,5206.0,219778.0,,,,,,,,,,,,0.45
BSP,clingo-native,ga,bsp-0040,40,SATISFIABLE,1.6,0,0,0,1.0,1.567,1.567,0.0,101.0,40.0,0.0,0.0,746635.0,3362.0,9141.0,678538.0,,,,,,,,,,,,1.6
BSP,clingo-native,ga,bsp-0050,50,SATISFIABLE,3.92,0,0,0,1.0,3.88,3.88,0.0,232.0,50.0,0.0,0.0,1766420.0,5202.0,14176.0,1635048.0,,,,,,,,,,,,3.92
BSP,clingo-native,ga,bsp-0060,60,SATISFIABLE,150.5,0,0,0,1.0,150.449,8.169000000000011,142.28,473.0,1668059.0,1462705.0,4092.0,3587455.0,7442.0,20311.0,3362308.0,,,,,,,,,,,,150.5
BSP,clingo-native,ga,bsp-0070,70,UNKNOWN,300,1,0,0,0.0,299.986,15.336000000000013,284.65,883.0,2498137.0,2143222.0,5881.0,6548740.0,10082.0,27546.0,6193318.0,,,,,,,,,,,,600
BSP,clingo-native,ga,bsp-0080,80,UNKNOWN,300,1,0,0,0.0,299.986,27.786,272.2,1364.0,1587517.0,1308358.0,3967.0,11049275.0,13122.0,35881.0,10521078.0,,,,,,,,,,,,600
BSP,clingo-native,ga,bsp-0090,90,UNKNOWN,300,1,0,0,0.0,299.961,46.18100000000001,253.78,2213.0,1041640.0,845317.0,2437.0,17548060.0,16562.0,45316.0,16798588.0,,,,,,,,,,,,600
BSP,clingo-native,ga,bsp-0100,100,UNKNOWN,300,1,0,0,0.0,299.99,73.82000000000002,226.17,3362.0,739624.0,566560.0,1913.0,26564095.0,20402.0,55851.0,25538848.0,,,,,,,,,,,,600
BSP,clingo-native,ga,bsp-0110,110,UNKNOWN,300,1,0,0,0.0,299.97,114.89000000000001,185.08,4771.0,452959.0,346642.0,1047.0,38676380.0,24642.0,67486.0,37314858.0,,,,,,,,,,,,600
BSP,clingo-native,ga,bsp-0120,120,UNKNOWN,300,1,0,0,0.0,299.99,165.13,134.86,6935.0,238397.0,169552.0,623.0,54523915.0,29282.0,80221.0,52759618.0,,,,,,,,,,,,600
BSP,clingo-native,ga_weak,bsp-0010,10,SATISFIABLE,0.03,0,0,0,1.0,0.006,0.006,0.0,0.0,52.0,46.0,0.0,4960.0,246.0,798.0,3536.0,,,,,,,,,,,,0.03
BSP,clingo-native,ga_weak,bsp-0020,20,SATISFIABLE,0.09,0,0,0,1.0,0.066,0.056,0.01,0.0,606.0,524.0,5.0,55480.0,886.0,2998.0,45816.0,,,,,,,,,,,,0.09
BSP,clingo-native,ga_weak,bsp-0030,30,SATISFIABLE,0.61,0,0,0,1.0,0.581,0.43099999999999994,0.15,38.0,7181.0,6262.0,39.0,250550.0,1926.0,6598.0,219846.0,,,,,,,,,,,,0.61
BSP,clingo-native,ga_weak,bsp-0040,40,SATISFIABLE,1.87,0,0,0,1.0,1.84,1.55,0.29,99.0,8336.0,6820.0,45.0,749170.0,3366.0,11598.0,678626.0,,,,,,,,,,,,1.87
BSP,clingo-native,ga_weak,bsp-0050,50,SATISFIABLE,4.38,0,0,0,1.0,4.344,3.814,0.53,231.0,10885.0,8301.0,59.0,1770340.0,5206.0,17998.0,1635156.0,,,,,,,,,,,,4.38
BSP,clingo-native,ga_weak,bsp-0060,60,SATISFIABLE,9.74,0,0,0,1.0,9.7,8.049999999999999,1.65,461.0,23762.0,18034.0,107.0,3593060.0,7446.0,25798.0,3362436.0,,,,,,,,,,,,9.74
BSP,clingo-native,ga_weak,bsp-0070,70,SATISFIABLE,19.48,0,0,0,1.0,19.425,15.225000000000001,4.2,863.0,44451.0,34150.0,163.0,6556330.0,10086.0,34998.0,6193466.0,,,,,,,,,,,,19.48
BSP,clingo-native,ga_weak,bsp-0080,80,SATISFIABLE,34.76,0,0,0,1.0,34.673,27.703000000000003,6.97,1338.0,48687.0,35332.0,182.0,11059150.0,13126.0,45598.0,10521246.0,,,,,,,,,,,,34.76
BSP,clingo-native,ga_weak,bsp-0090,90,SATISFIABLE,56.37,0,0,0,1.0,56.259,45.949,10.31,2179.0,52437.0,36762.0,188.0,17560520.0,16566.0,57598.0,16798776.0,,,,,,,,,,,,56.37
BSP,clingo-native,ga_weak,bsp-0100,100,SATISFIABLE,89.53,0,0,0,1.0,89.382,73.922,15.46,3315.0,54147.0,36573.0,188.0,26579440.0,20406.0,70998.0,25539056.0,,,,,,,,,,,,89.53
BSP,clingo-native,ga_weak,bsp-0110,110,SATISFIABLE,171.73,0,0,0,1.0,171.52,115.54000000000002,55.98,4713.0,139689.0,95842.0,425.0,38694910.0,24646.0,85798.0,37315086.0,,,,,,,,,,,,171.73
BSP,clingo-native,ga_weak,bsp-0120,120,SATISFIABLE,232.82,0,0,0,1.0,232.543,165.383,67.16,6835.0,121159.0,80847.0,356.0,54545930.0,29286.0,101998.0,52759866.0,,,,,,,,,,,,232.82
BSP,clingo-native,gc,bsp-0010,10,SATISFIABLE,0.03,0,0,0,1.0,0.008,0.008,0.0,0.0,60.0,55.0,0.0,4960.0,1366.0,798.0,6896.0,,,,,,,,,,,,0.03
BSP,clingo-native,gc,bsp-0020,20,SATISFIABLE,0.11,0,0,0,1.0,0.082,0.07200000000000001,0.01,0.0,578.0,498.0,5.0,55480.0,9326.0,2998.0,71136.0,,,,,,,,,,,,0.11
BSP,clingo-native,gc,bsp-0030,30,SATISFIABLE,0.61,0,0,0,1.0,0.581,0.46099999999999997,0.12,48.0,3024.0,2539.0,20.0,250550.0,29886.0,6598.0,303726.0,,,,,,,,,,,,0.61
BSP,clingo-native,gc,bsp-0040,40,SATISFIABLE,2.01,0,0,0,1.0,1.977,1.637,0.34,132.0,4628.0,3635.0,29.0,749170.0,69046.0,11598.0,875666.0,,,,,,,,,,,,2.01
BSP,clingo-native,gc,bsp-0050,50,SATISFIABLE,6.23,0,0,0,1.0,6.189,4.029,2.16,272.0,20823.0,16789.0,93.0,1770340.0,132806.0,17998.0,2017956.0,,,,,,,,,,,,6.23
BSP,clingo-native,gc,bsp-0060,60,SATISFIABLE,10.55,0,0,0,1.0,10.496,8.416,2.08,529.0,13853.0,10513.0,62.0,3593060.0,227166.0,25798.0,4021596.0,,,,,,,,,,,,10.55
BSP,clingo-native,gc,bsp-0070,70,SATISFIABLE,20.95,0,0,0,1.0,20.871,15.930999999999997,4.94,992.0,21202.0,15463.0,90.0,6556330.0,358126.0,34998.0,7237586.0,,,,,,,,,,,,20.95
BSP,clingo-native,gc,bsp-0080,80,SATISFIABLE,63.91,0,0,0,1.0,63.796,29.006,34.79,1529.0,95489.0,72454.0,315.0,11059150.0,531686.0,45598.0,12076926.0,,,,,,,,,,,,63.91
BSP,clingo-native,gc,bsp-0090,90,SATISFIABLE,74.5,0,0,0,1.0,74.357,47.697,26.66,2436.0,49550.0,34694.0,178.0,17560520.0,753846.0,57598.0,19010616.0,,,,,,,,,,,,74.5
BSP,clingo-native,gc,bsp-0100,100,SATISFIABLE,100.02,0,0,0,1.0,99.821,76.211,23.61,3756.0,32514.0,20888.0,124.0,26579440.0,1030606.0,70998.0,28569656.0,,,,,,,,,,,,100.02
BSP,clingo-native,gc,bsp-0110,110,SATISFIABLE,226.04,0,0,0,1.0,225.771,117.78099999999999,107.99,5296.0,111869.0,77392.0,334.0,38694910.0,1367966.0,85798.0,41345046.0,,,,,,,,,,,,226.04
BSP,clingo-native,gc,bsp-0120,120,UNKNOWN,300,1,0,0,0.0,299.991,169.47099999999998,130.52,7597.0,102158.0,68625.0,296.0,54545930.0,1771926.0,101998.0,57987786.0,,,,,,,,,,,,600
BSP,clingo-native,gc_noheur,bsp-0010,10,SATISFIABLE,0.04,0,0,0,1.0,0.006,0.006,0.0,0.0,21.0,15.0,0.0,3476.0,230.0,470.0,3466.0,,,,,,,,,,,,0.04
BSP,clingo-native,gc_noheur,bsp-0020,20,SATISFIABLE,0.09,0,0,0,1.0,0.066,0.046,0.02,0.0,1510.0,1338.0,12.0,45706.0,860.0,1740.0,45686.0,,,,,,,,,,,,0.09
BSP,clingo-native,gc_noheur,bsp-0030,30,SATISFIABLE,0.61,0,0,0,1.0,0.513,0.403,0.11,36.0,4708.0,4020.0,29.0,219686.0,1890.0,3810.0,219656.0,,,,,,,,,,,,0.61
BSP,clingo-native,gc_noheur,bsp-0040,40,SATISFIABLE,1.81,0,0,0,1.0,1.784,1.444,0.34,97.0,10253.0,8409.0,55.0,678416.0,3320.0,6680.0,678376.0,,,,,,,,,,,,1.81
BSP,clingo-native,gc_noheur,bsp-0050,50,SATISFIABLE,4.03,0,0,0,1.0,3.98,3.75,0.23,223.0,4432.0,3222.0,27.0,1634896.0,5150.0,10350.0,1634846.0,,,,,,,,,,,,4.03
BSP,clingo-native,gc_noheur,bsp-0060,60,SATISFIABLE,8.53,0,0,0,1.0,8.482,7.671999999999999,0.81,454.0,11810.0,8573.0,60.0,3362126.0,7380.0,14820.0,3362066.0,,,,,,,,,,,,8.53
BSP,clingo-native,gc_noheur,bsp-0070,70,SATISFIABLE,15.57,0,0,0,1.0,15.507,14.626999999999999,0.88,844.0,9057.0,6214.0,44.0,6193106.0,10010.0,20090.0,6193036.0,,,,,,,,,,,,15.57
BSP,clingo-native,gc_noheur,bsp-0080,80,SATISFIABLE,33.44,0,0,0,1.0,33.353,26.793000000000003,6.56,1313.0,46558.0,34310.0,167.0,10520836.0,13040.0,26160.0,10520756.0,,,,,,,,,,,,33.44
BSP,clingo-native,gc_noheur,bsp-0090,90,SATISFIABLE,62.21,0,0,0,1.0,62.106,44.166,17.94,2145.0,91570.0,67511.0,289.0,16798316.0,16470.0,33030.0,16798226.0,,,,,,,,,,,,62.21
BSP,clingo-native,gc_noheur,bsp-0100,100,SATISFIABLE,90.0,0,0,0,1.0,89.853,71.93299999999999,17.92,3272.0,63255.0,42903.0,218.0,25538546.0,20300.0,40700.0,25538446.0,,,,,,,,,,,,90.0
BSP,clingo-native,gc_noheur,bsp-0110,110,SATISFIABLE,150.13,0,0,0,1.0,149.922,111.452,38.47,4658.0,95603.0,66276.0,284.0,37314526.0,24530.0,49170.0,37314416.0,,,,,,,,,,,,150.13
BSP,clingo-native,gc_noheur,bsp-0120,120,SATISFIABLE,204.56,0,0,0,1.0,204.264,159.904,44.36,6740.0,78565.0,49993.0,252.0,52759256.0,29160.0,58440.0,52759136.0,,,,,,,,,,,,204.56
BSP,clingo-native,la,bsp-0010,10,SATISFIABLE,0.03,0,0,0,1.0,0.005,0.005,0.0,0.0,10.0,0.0,0.0,3478.0,230.0,472.0,3466.0,,,,,,,,,,,,0.03
BSP,clingo-native,la,bsp-0020,20,SATISFIABLE,0.08,0,0,0,1.0,0.052,0.052,0.0,0.0,20.0,0.0,0.0,45708.0,860.0,1742.0,45686.0,,,,,,,,,,,,0.08
BSP,clingo-native,la,bsp-0030,30,SATISFIABLE,0.45,0,0,0,1.0,0.398,0.398,0.0,37.0,30.0,0.0,0.0,219688.0,1890.0,3812.0,219656.0,,,,,,,,,,,,0.45
BSP,clingo-native,la,bsp-0040,40,SATISFIABLE,1.48,0,0,0,1.0,1.448,1.448,0.0,95.0,40.0,0.0,0.0,678418.0,3320.0,6682.0,678376.0,,,,,,,,,,,,1.48
BSP,clingo-native,la,bsp-0050,50,SATISFIABLE,3.69,0,0,0,1.0,3.658,3.658,0.0,221.0,50.0,0.0,0.0,1634898.0,5150.0,10352.0,1634846.0,,,,,,,,,,,,3.69
BSP,clingo-native,la,bsp-0060,60,SATISFIABLE,7.69,0,0,0,1.0,7.648,7.648,0.0,453.0,60.0,0.0,0.0,3362128.0,7380.0,14822.0,3362066.0,,,,,,,,,,,,7.69
BSP,clingo-native,la,bsp-0070,70,SATISFIABLE,14.6,0,0,0,1.0,14.538,14.528,0.01,844.0,70.0,0.0,0.0,6193108.0,10010.0,20092.0,6193036.0,,,,,,,,,,,,14.6
BSP,clingo-native,la,bsp-0080,80,SATISFIABLE,26.8,0,0,0,1.0,26.716,26.706,0.01,1312.0,80.0,0.0,0.0,10520838.0,13040.0,26162.0,10520756.0,,,,,,,,,,,,26.8
BSP,clingo-native,la,bsp-0090,90,SATISFIABLE,44.4,0,0,0,1.0,44.289,44.279,0.01,2144.0,90.0,0.0,0.0,16798318.0,16470.0,33032.0,16798226.0,,,,,,,,,,,,44.4
BSP,clingo-native,la,bsp-0100,100,SATISFIABLE,71.6,0,0,0,1.0,71.452,71.432,0.02,3274.0,100.0,0.0,0.0,25538548.0,20300.0,40702.0,25538446.0,,,,,,,,,,,,71.6
BSP,clingo-native,la,bsp-0110,110,SATISFIABLE,112.92,0,0,0,1.0,112.71,112.67999999999999,0.03,4656.0,110.0,0.0,0.0,37314528.0,24530.0,49172.0,37314416.0,,,,,,,,,,,,112.92
BSP,clingo-native,la,bsp-0120,120,SATISFIABLE,161.15,0,0,0,1.0,160.875,160.835,0.04,6738.0,120.0,0.0,0.0,52759258.0,29160.0,58442.0,52759136.0,,,,,,,,,,,,161.15
BSP,clingo-native,la_aux,bsp-0010,10,SATISFIABLE,0.04,0,0,0,1.0,0.011,0.011,0.0,0.0,60.0,55.0,0.0,4962.0,1356.0,1920.0,6876.0,,,,,,,,,,,,0.04
BSP,clingo-native,la_aux,bsp-0020,20,SATISFIABLE,0.24,0,0,0,1.0,0.211,0.091,0.12,25.0,573.0,492.0,5.0,55482.0,9306.0,11440.0,71096.0,,,,,,,,,,,,0.24
BSP,clingo-native,la_aux,bsp-0030,30,SATISFIABLE,7.8,0,0,0,1.0,7.752,0.5419999999999998,7.21,68.0,8452.0,7405.0,45.0,250552.0,29856.0,34560.0,303666.0,,,,,,,,,,,,7.8
BSP,clingo-native,la_aux,bsp-0040,40,SATISFIABLE,12.75,0,0,0,1.0,12.65,1.8200000000000003,10.83,185.0,4318.0,3356.0,28.0,749172.0,69006.0,77280.0,875586.0,,,,,,,,,,,,12.75
BSP,clingo-native,la_aux,bsp-0050,50,SATISFIABLE,34.26,0,0,0,1.0,34.036,4.4460000000000015,29.59,376.0,4854.0,3562.0,29.0,1770342.0,132756.0,145600.0,2017856.0,,,,,,,,,,,,34.26
BSP,clingo-native,la_aux,bsp-0060,60,SATISFIABLE,286.96,0,0,0,1.0,286.681,9.300999999999988,277.38,710.0,22673.0,17259.0,101.0,3593062.0,227106.0,245520.0,4021476.0,,,,,,,,,,,,286.96
BSP,clingo-native,la_aux,bsp-0070,70,UNKNOWN,300,1,0,0,0.0,299.969,17.329000000000008,282.64,1257.0,12574.0,8787.0,60.0,6556332.0,358056.0,383040.0,7237446.0,,,,,,,,,,,,600
BSP,clingo-native,la_aux,bsp-0080,80,UNKNOWN,300,1,0,0,0.0,299.964,31.613999999999976,268.35,1917.0,7141.0,4881.0,30.0,11059152.0,531606.0,564160.0,12076766.0,,,,,,,,,,,,600
BSP,clingo-native,la_aux,bsp-0090,90,UNKNOWN,300,1,0,0,0.0,299.974,51.573999999999984,248.4,3005.0,4164.0,2415.0,20.0,17560522.0,753756.0,794880.0,19010436.0,,,,,,,,,,,,600
BSP,clingo-native,la_aux,bsp-0100,100,UNKNOWN,300,1,0,0,0.0,299.99,81.19,218.8,4459.0,2400.0,1195.0,12.0,26579442.0,1030506.0,1081200.0,28569456.0,,,,,,,,,,,,600
BSP,clingo-native,la_aux,bsp-0110,110,UNKNOWN,300,1,0,0,0.0,299.965,127.05499999999998,172.91,6198.0,1305.0,581.0,6.0,38694912.0,1367856.0,1429120.0,41344826.0,,,,,,,,,,,,600
BSP,clingo-native,la_aux,bsp-0120,120,UNKNOWN,300,1,1,0,0.0,152.489,152.489,0.0,8196.0,0.0,0.0,0.0,0.0,1771806.0,0.0,0.0,,,,,,,,,,,,600
BSP,clingo-native,la_co,bsp-0010,10,SATISFIABLE,0.03,0,0,0,1.0,0.001,0.001,0.0,0.0,8.0,0.0,0.0,36.0,11.0,35.0,2.0,,,,,,,,,,,,0.03
BSP,clingo-native,la_co,bsp-0020,20,SATISFIABLE,0.03,0,0,0,1.0,0.001,0.001,0.0,0.0,17.0,0.0,0.0,66.0,21.0,65.0,2.0,,,,,,,,,,,,0.03
BSP,clingo-native,la_co,bsp-0030,30,SATISFIABLE,0.05,0,0,0,1.0,0.002,0.002,0.0,0.0,28.0,0.0,0.0,96.0,31.0,95.0,2.0,,,,,,,,,,,,0.05
BSP,clingo-native,la_co,bsp-0040,40,SATISFIABLE,0.03,0,0,0,1.0,0.002,0.002,0.0,0.0,37.0,0.0,0.0,126.0,41.0,125.0,2.0,,,,,,,,,,,,0.03
BSP,clingo-native,la_co,bsp-0050,50,SATISFIABLE,0.03,0,0,0,1.0,0.002,0.002,0.0,0.0,48.0,0.0,0.0,156.0,51.0,155.0,2.0,,,,,,,,,,,,0.03
BSP,clingo-native,la_co,bsp-0060,60,SATISFIABLE,0.03,0,0,0,1.0,0.002,0.002,0.0,0.0,57.0,0.0,0.0,186.0,61.0,185.0,2.0,,,,,,,,,,,,0.03
BSP,clingo-native,la_co,bsp-0070,70,SATISFIABLE,0.03,0,0,0,1.0,0.002,0.002,0.0,0.0,68.0,0.0,0.0,216.0,71.0,215.0,2.0,,,,,,,,,,,,0.03
BSP,clingo-native,la_co,bsp-0080,80,SATISFIABLE,0.03,0,0,0,1.0,0.003,0.003,0.0,0.0,77.0,0.0,0.0,246.0,81.0,245.0,2.0,,,,,,,,,,,,0.03
BSP,clingo-native,la_co,bsp-0090,90,SATISFIABLE,0.03,0,0,0,1.0,0.004,0.004,0.0,0.0,88.0,0.0,0.0,276.0,91.0,275.0,2.0,,,,,,,,,,,,0.03
BSP,clingo-native,la_co,bsp-0100,100,SATISFIABLE,0.03,0,0,0,1.0,0.004,0.004,0.0,0.0,97.0,0.0,0.0,306.0,101.0,305.0,2.0,,,,,,,,,,,,0.03
BSP,clingo-native,la_co,bsp-0110,110,SATISFIABLE,0.03,0,0,0,1.0,0.005,0.005,0.0,0.0,108.0,0.0,0.0,336.0,111.0,335.0,2.0,,,,,,,,,,,,0.03
BSP,clingo-native,la_co,bsp-0120,120,SATISFIABLE,0.03,0,0,0,1.0,0.005,0.005,0.0,0.0,117.0,0.0,0.0,366.0,121.0,365.0,2.0,,,,,,,,,,,,0.03
BSP,clingo-native,lc,bsp-0010,10,SATISFIABLE,0.03,0,0,0,1.0,0.005,0.005,0.0,0.0,21.0,15.0,0.0,3478.0,230.0,472.0,3466.0,,,,,,,,,,,,0.03
BSP,clingo-native,lc,bsp-0020,20,SATISFIABLE,0.1,0,0,0,1.0,0.075,0.05499999999999999,0.02,0.0,1510.0,1338.0,12.0,45708.0,860.0,1742.0,45686.0,,,,,,,,,,,,0.1
BSP,clingo-native,lc,bsp-0030,30,SATISFIABLE,0.56,0,0,0,1.0,0.525,0.385,0.14,36.0,4708.0,4020.0,29.0,219688.0,1890.0,3812.0,219656.0,,,,,,,,,,,,0.56
BSP,clingo-native,lc,bsp-0040,40,SATISFIABLE,1.93,0,0,0,1.0,1.896,1.436,0.46,97.0,10253.0,8409.0,55.0,678418.0,3320.0,6682.0,678376.0,,,,,,,,,,,,1.93
BSP,clingo-native,lc,bsp-0050,50,SATISFIABLE,3.92,0,0,0,1.0,3.89,3.6100000000000003,0.28,227.0,4432.0,3222.0,27.0,1634898.0,5150.0,10352.0,1634846.0,,,,,,,,,,,,3.92
BSP,clingo-native,lc,bsp-0060,60,SATISFIABLE,8.61,0,0,0,1.0,8.57,7.59,0.98,454.0,11810.0,8573.0,60.0,3362128.0,7380.0,14822.0,3362066.0,,,,,,,,,,,,8.61
BSP,clingo-native,lc,bsp-0070,70,SATISFIABLE,15.67,0,0,0,1.0,15.605,14.595,1.01,845.0,9057.0,6214.0,44.0,6193108.0,10010.0,20092.0,6193036.0,,,,,,,,,,,,15.67
BSP,clingo-native,lc,bsp-0080,80,SATISFIABLE,34.88,0,0,0,1.0,34.799,26.759,8.04,1312.0,46558.0,34310.0,167.0,10520838.0,13040.0,26162.0,10520756.0,,,,,,,,,,,,34.88
BSP,clingo-native,lc,bsp-0090,90,SATISFIABLE,64.11,0,0,0,1.0,63.998,43.998,20.0,2145.0,91570.0,67511.0,289.0,16798318.0,16470.0,33032.0,16798226.0,,,,,,,,,,,,64.11
BSP,clingo-native,lc,bsp-0100,100,SATISFIABLE,91.58,0,0,0,1.0,91.439,71.28899999999999,20.15,3273.0,63255.0,42903.0,218.0,25538548.0,20300.0,40702.0,25538446.0,,,,,,,,,,,,91.58
BSP,clingo-native,lc,bsp-0110,110,SATISFIABLE,153.88,0,0,0,1.0,153.675,112.13500000000002,41.54,4658.0,95603.0,66276.0,284.0,37314528.0,24530.0,49172.0,37314416.0,,,,,,,,,,,,153.88
BSP,clingo-native,lc,bsp-0120,120,SATISFIABLE,208.03,0,0,0,1.0,207.757,160.697,47.06,6738.0,78565.0,49993.0,252.0,52759258.0,29160.0,58442.0,52759136.0,,,,,,,,,,,,208.03
BSP,clingo-prolog,ga,bsp-0010,10,SATISFIABLE,0.03,0,0,0,1.0,0.007,0.007,0.0,0.0,10.0,0.0,0.0,4780.0,242.0,636.0,3508.0,,,,,,,,,,,,0.03
BSP,clingo-prolog,ga,bsp-0020,20,SATISFIABLE,0.09,0,0,0,1.0,0.065,0.065,0.0,0.0,20.0,0.0,0.0,54815.0,882.0,2371.0,45768.0,,,,,,,,,,,,0.09
BSP,clingo-prolog,ga,bsp-0030,30,SATISFIABLE,0.46,0,0,0,1.0,0.431,0.431,0.0,40.0,30.0,0.0,0.0,249100.0,1922.0,5206.0,219778.0,,,,,,,,,,,,0.46
BSP,clingo-prolog,ga,bsp-0040,40,SATISFIABLE,1.6,0,0,0,1.0,1.559,1.559,0.0,102.0,40.0,0.0,0.0,746635.0,3362.0,9141.0,678538.0,,,,,,,,,,,,1.6
BSP,clingo-prolog,ga,bsp-0050,50,SATISFIABLE,3.89,0,0,0,1.0,3.852,3.852,0.0,237.0,50.0,0.0,0.0,1766420.0,5202.0,14176.0,1635048.0,,,,,,,,,,,,3.89
BSP,clingo-prolog,ga,bsp-0060,60,SATISFIABLE,147.6,0,0,0,1.0,147.554,8.093999999999994,139.46,481.0,1668059.0,1462705.0,4092.0,3587455.0,7442.0,20311.0,3362308.0,,,,,,,,,,,,147.6
BSP,clingo-prolog,ga,bsp-0070,70,UNKNOWN,300,1,0,0,0.0,299.986,15.216000000000008,284.77,882.0,2559243.0,2193661.0,6058.0,6548740.0,10082.0,27546.0,6193318.0,,,,,,,,,,,,600
BSP,clingo-prolog,ga,bsp-0080,80,UNKNOWN,300,1,0,0,0.0,299.985,27.694999999999993,272.29,1364.0,1548790.0,1278825.0,3835.0,11049275.0,13122.0,35881.0,10521078.0,,,,,,,,,,,,600
BSP,clingo-prolog,ga,bsp-0090,90,UNKNOWN,300,1,0,0,0.0,299.968,46.34800000000001,253.62,2217.0,1013205.0,823493.0,2355.0,17548060.0,16562.0,45316.0,16798588.0,,,,,,,,,,,,600
BSP,clingo-prolog,ga,bsp-0100,100,UNKNOWN,300,1,0,0,0.0,299.99,73.81,226.18,3361.0,726842.0,558035.0,1866.0,26564095.0,20402.0,55851.0,25538848.0,,,,,,,,,,,,600
BSP,clingo-prolog,ga,bsp-0110,110,UNKNOWN,300,1,0,0,0.0,299.986,114.27599999999998,185.71,4771.0,443323.0,339536.0,1022.0,38676380.0,24642.0,67486.0,37314858.0,,,,,,,,,,,,600
BSP,clingo-prolog,ga,bsp-0120,120,UNKNOWN,300,1,0,0,0.0,299.989,165.60899999999998,134.38,6935.0,230073.0,164364.0,594.0,54523915.0,29282.0,80221.0,52759618.0,,,,,,,,,,,,600
BSP,clingo-prolog,ga_weak,bsp-0010,10,SATISFIABLE,0.03,0,0,0,1.0,0.007,0.007,0.0,0.0,52.0,46.0,0.0,4960.0,246.0,798.0,3536.0,,,,,,,,,,,,0.03
BSP,clingo-prolog,ga_weak,bsp-0020,20,SATISFIABLE,0.15,0,0,0,1.0,0.114,0.10400000000000001,0.01,16.0,606.0,524.0,5.0,55480.0,886.0,2998.0,45816.0,,,,,,,,,,,,0.15
BSP,clingo-prolog,ga_weak,bsp-0030,30,SATISFIABLE,0.57,0,0,0,1.0,0.54,0.39,0.15,38.0,7181.0,6262.0,39.0,250550.0,1926.0,6598.0,219846.0,,,,,,,,,,,,0.57
BSP,clingo-prolog,ga_weak,bsp-0040,40,SATISFIABLE,2.25,0,0,0,1.0,2.21,1.81,0.4,95.0,8336.0,6820.0,45.0,749170.0,3366.0,11598.0,678626.0,,,,,,,,,,,,2.25
BSP,clingo-prolog,ga_weak,bsp-0050,50,SATISFIABLE,4.1,0,0,0,1.0,4.063,3.493,0.57,233.0,10885.0,8301.0,59.0,1770340.0,5206.0,17998.0,1635156.0,,,,,,,,,,,,4.1
BSP,clingo-prolog,ga_weak,bsp-0060,60,SATISFIABLE,12.57,0,0,0,1.0,12.513,10.233,2.28,468.0,23762.0,18034.0,107.0,3593060.0,7446.0,25798.0,3362436.0,,,,,,,,,,,,12.57
BSP,clingo-prolog,ga_weak,bsp-0070,70,SATISFIABLE,27.53,0,0,0,1.0,27.445,21.355,6.09,863.0,44451.0,34150.0,163.0,6556330.0,10086.0,34998.0,6193466.0,,,,,,,,,,,,27.53
BSP,clingo-prolog,ga_weak,bsp-0080,80,SATISFIABLE,49.43,0,0,0,1.0,49.317,38.507,10.81,1339.0,48687.0,35332.0,182.0,11059150.0,13126.0,45598.0,10521246.0,,,,,,,,,,,,49.43
BSP,clingo-prolog,ga_weak,bsp-0090,90,SATISFIABLE,80.34,0,0,0,1.0,80.178,63.827999999999996,16.35,2177.0,52437.0,36762.0,188.0,17560520.0,16566.0,57598.0,16798776.0,,,,,,,,,,,,80.34
BSP,clingo-prolog,ga_weak,bsp-0100,100,SATISFIABLE,114.29,0,0,0,1.0,114.087,96.787,17.3,3315.0,54147.0,36573.0,188.0,26579440.0,20406.0,70998.0,25539056.0,,,,,,,,,,,,114.29
BSP,clingo-prolog,ga_weak,bsp-0110,110,SATISFIABLE,207.93,0,0,0,1.0,207.649,128.309,79.34,4712.0,139689.0,95842.0,425.0,38694910.0,24646.0,85798.0,37315086.0,,,,,,,,,,,,207.93
BSP,clingo-prolog,ga_weak,bsp-0120,120,SATISFIABLE,259.54,0,0,0,1.0,259.134,169.25400000000002,89.88,6836.0,121159.0,80847.0,356.0,54545930.0,29286.0,101998.0,52759866.0,,,,,,,,,,,,259.54
BSP,clingo-prolog,gc,bsp-0010,10,SATISFIABLE,0.03,0,0,0,1.0,0.008,0.008,0.0,0.0,60.0,55.0,0.0,4960.0,1366.0,798.0,6896.0,,,,,,,,,,,,0.03
BSP,clingo-prolog,gc,bsp-0020,20,SATISFIABLE,0.11,0,0,0,1.0,0.082,0.07200000000000001,0.01,0.0,578.0,498.0,5.0,55480.0,9326.0,2998.0,71136.0,,,,,,,,,,,,0.11
